CampaignID,CampaignName,Platform,AdType,StartDate,EndDate,Status,Impressions,Reach,Clicks,Likes,Comments,Shares,VideoViews,LinkClicks,CTR (%),EngagementRate (%),AdSpend ($),Revenue ($),Conversions,ConversionRate (%),CPC ($),CPM ($),ROAS,ROI (%),AudienceAge,AudienceGender,Objective,CostPerConversion ($)
CMP-0338,IG-0338,Instagram,Carousel,2024-08-10,2024-09-11,Completed,363345,322154,30081,57182,11020.0,10802.0,32172,21766,8.28,21.74,21335.75,19115.03,654,2.17,0.71,58.72,0.9,-10.41,45+,F,Engagement,32.62
CMP-0339,IG-0339,Instagram,Video,2024-05-31,2024-06-08,Completed,52285,34335,3331,5003,715.0,776.0,34977,1924,6.37,12.42,34704.78,20175.4,306,9.19,10.42,663.76,0.58,-41.87,45+,M,Engagement,113.41
CMP-0340,FB-0340,Facebook,Image,2024-12-26,2025-01-19,Active,482100,375400,27356,59453,3779.0,11111.0,60407,13829,5.67,15.42,44207.29,79422.3,573,2.09,1.62,91.7,1.8,79.66,18-24,F,Traffic,77.15
CMP-0341,FB-0341,Facebook,Image,2024-09-01,2024-10-05,Completed,694666,613321,51556,83903,14573.0,2969.0,46469,37991,7.42,14.6,18077.38,36394.89,5497,10.66,0.35,26.02,2.01,101.33,25-34,M,Awareness,3.29
CMP-0342,FB-0342,Facebook,Video,2024-04-17,2024-05-22,Completed,686301,357487,69893,157882,24900.0,8490.0,438412,33135,10.18,27.87,5682.42,28480.72,4827,6.91,0.08,8.28,5.01,401.21,45+,F,Sales,1.18
CMP-0343,TW-0343,Twitter,Video,2024-10-18,2024-11-17,Active,112650,80567,9801,24160,5308.0,3815.0,58249,6636,8.7,29.55,22193.59,65038.42,496,5.06,2.26,197.01,2.93,193.05,45+,M,Awareness,44.75
CMP-0344,IG-0344,Instagram,Carousel,2024-05-17,2024-06-17,Completed,127621,82621,14418,20033,3796.0,868.0,7330,7152,11.3,19.35,10828.59,17309.63,838,5.81,0.75,84.85,1.6,59.85,35-44,All,Engagement,12.92
CMP-0345,IG-0345,Instagram,Video,2024-12-30,2025-01-28,Active,710804,516221,33002,52900,12917.0,3487.0,174179,24598,4.64,9.75,21988.59,30046.43,728,2.21,0.67,30.93,1.37,36.65,25-34,All,Conversions,30.2
CMP-0346,IG-0346,Instagram,Carousel,2024-10-12,2024-10-20,Completed,381215,320393,17558,18780,4048.0,3438.0,9208,7582,4.61,6.89,27981.55,30875.97,1234,7.03,1.59,73.4,1.1,10.34,25-34,F,Awareness,22.68
CMP-0347,IG-0347,Instagram,Image,2024-10-12,2024-11-03,Completed,728659,609776,54280,53033,3186.0,10150.0,90257,47838,7.45,9.11,43872.36,193400.86,6286,11.58,0.81,60.21,4.41,340.83,18-24,All,Conversions,6.98
CMP-0348,TW-0348,Twitter,Image,2024-07-04,2024-07-19,Completed,747563,464056,47229,96599,6748.0,13865.0,47469,22145,6.32,15.68,20040.33,51678.98,6083,12.88,0.42,26.81,2.58,157.87,18-24,M,Conversions,3.29
CMP-0349,IG-0349,Instagram,Video,2024-07-09,2024-08-09,Completed,702298,367109,64343,109409,22696.0,6792.0,281042,55271,9.16,19.78,42856.9,132032.53,8733,13.57,0.67,61.02,3.08,208.08,35-44,M,Awareness,4.91
CMP-0350,TW-0350,Twitter,Image,2024-06-10,2024-07-10,Completed,177306,109404,8905,7685,1802.0,493.0,16789,7915,5.02,5.63,36058.65,175932.56,1310,14.71,4.05,203.37,4.88,387.91,35-44,F,Awareness,27.53
CMP-0351,TW-0351,Twitter,Carousel,2024-06-09,2024-07-06,Paused,558429,393804,12223,18171,3248.0,3307.0,56494,8667,2.19,4.43,15863.65,72324.85,878,7.18,1.3,28.41,4.56,355.92,45+,M,Engagement,18.07
CMP-0352,TW-0352,Twitter,Carousel,2024-03-05,2024-04-12,Completed,302719,153438,19326,25719,3038.0,3644.0,6976,16333,6.38,10.7,12011.71,55988.32,1654,8.56,0.62,39.68,4.66,366.11,35-44,All,Traffic,7.26
CMP-0353,TW-0353,Twitter,Image,2024-05-12,2024-06-18,Completed,55051,42845,6234,9742,1602.0,397.0,3526,3229,11.32,21.33,26380.93,107455.74,713,11.44,4.23,479.21,4.07,307.32,25-34,F,Conversions,37.0
CMP-0354,TW-0354,Twitter,Video,2024-09-23,2024-10-13,Completed,615658,305537,58200,91509,7257.0,9893.0,239144,25964,9.45,17.65,6287.82,9896.54,4043,6.95,0.11,10.21,1.57,57.39,18-24,F,Engagement,1.56
CMP-0355,TW-0355,Twitter,Story,2024-10-26,2024-12-01,Completed,466457,347281,53175,108685,14496.0,7179.0,211794,34158,11.4,27.95,43577.42,133605.21,3939,7.41,0.82,93.42,3.07,206.59,18-24,All,Conversions,11.06
CMP-0356,TW-0356,Twitter,Video,2024-07-08,2024-07-20,Completed,433468,197300,20590,26608,4112.0,1565.0,135869,12091,4.75,7.45,1745.01,2119.05,1053,5.11,0.08,4.03,1.21,21.43,45+,M,Sales,1.66
CMP-0357,IG-0357,Instagram,Video,2024-09-07,2024-09-12,Paused,75846,63347,4021,7134,1163.0,1312.0,49068,2563,5.3,12.67,27454.08,118320.39,445,11.07,6.83,361.97,4.31,330.98,45+,F,Awareness,61.69
CMP-0358,TW-0358,Twitter,Carousel,2024-11-15,2024-12-16,Completed,419603,238963,4309,8358,1158.0,705.0,13221,2080,1.03,2.44,28539.86,124376.02,58,1.35,6.62,68.02,4.36,335.8,35-44,All,Awareness,492.07
CMP-0359,FB-0359,Facebook,Video,2024-10-04,2024-10-12,Completed,552098,273121,32971,76646,5676.0,14546.0,124674,13501,5.97,17.55,11415.26,45981.68,3961,12.01,0.35,20.68,4.03,302.81,45+,M,Sales,2.88
CMP-0360,IG-0360,Instagram,Image,2024-01-12,2024-02-07,Completed,440092,181330,28917,41912,2858.0,8246.0,39798,15692,6.57,12.05,34689.56,44095.18,1028,3.56,1.2,78.82,1.27,27.11,45+,All,Traffic,33.74
CMP-0361,IG-0361,Instagram,Video,2024-01-30,2024-02-23,Completed,340587,160494,36679,45426,10825.0,8354.0,46427,19066,10.77,18.97,11023.85,33546.75,3432,9.36,0.3,32.37,3.04,204.31,45+,M,Awareness,3.21
CMP-0362,TW-0362,Twitter,Story,2024-01-15,2024-02-15,Completed,24527,13111,2840,5531,549.0,712.0,15933,1568,11.58,27.69,4233.92,15576.57,190,6.69,1.49,172.62,3.68,267.9,25-34,M,Awareness,22.28
CMP-0363,FB-0363,Facebook,Story,2024-10-11,2024-11-13,Paused,655882,357209,76600,61350,14521.0,7187.0,340079,62792,11.68,12.66,16138.1,59082.14,4842,6.32,0.21,24.61,3.66,266.1,35-44,M,Sales,3.33
CMP-0364,FB-0364,Facebook,Carousel,2024-12-23,2025-01-04,Paused,588510,529312,62383,72267,10909.0,12164.0,79396,54441,10.6,16.2,44094.0,178085.55,6171,9.89,0.71,74.92,4.04,303.88,35-44,M,Awareness,7.15
CMP-0365,FB-0365,Facebook,Story,2024-06-17,2024-06-23,Completed,145221,105026,760,1223,281.0,180.0,56522,644,0.52,1.16,34429.7,109853.37,82,10.79,45.3,237.08,3.19,219.07,18-24,All,Sales,419.87
CMP-0366,TW-0366,Twitter,Story,2024-06-29,2024-07-28,Completed,380354,225692,38606,84167,20768.0,5046.0,136675,19167,10.15,28.92,33569.93,144085.66,436,1.13,0.87,88.26,4.29,329.21,35-44,M,Engagement,77.0
CMP-0367,IG-0367,Instagram,Video,2024-09-09,2024-10-07,Paused,743247,560024,21587,24465,5241.0,2529.0,526918,14777,2.9,4.34,25054.44,95186.63,1708,7.91,1.16,33.71,3.8,279.92,25-34,M,Awareness,14.67
CMP-0368,FB-0368,Facebook,Carousel,2024-04-26,2024-06-03,Completed,292653,145134,24280,60367,11385.0,7562.0,15475,16511,8.3,27.1,42236.12,156477.7,1785,7.35,1.74,144.32,3.7,270.48,18-24,F,Sales,23.66
CMP-0369,IG-0369,Instagram,Image,2024-08-26,2024-10-01,Completed,50576,42579,1558,1982,265.0,221.0,1045,774,3.08,4.88,25945.97,16264.48,33,2.12,16.65,513.01,0.63,-37.31,25-34,All,Engagement,786.24
CMP-0370,FB-0370,Facebook,Video,2024-06-08,2024-06-17,Completed,106424,44052,5818,4892,1024.0,927.0,73257,3046,5.47,6.43,43166.72,201268.61,443,7.61,7.42,405.61,4.66,366.26,35-44,All,Awareness,97.44
CMP-0371,TW-0371,Twitter,Story,2024-11-16,2024-12-19,Completed,94689,84014,10455,15071,3436.0,2274.0,61344,4506,11.04,21.95,2938.1,10441.11,1279,12.23,0.28,31.03,3.55,255.37,45+,M,Engagement,2.3
CMP-0372,FB-0372,Facebook,Carousel,2024-07-24,2024-08-04,Completed,436077,225258,32248,61965,3229.0,6284.0,53799,27087,7.4,16.39,15612.93,80998.7,3118,9.67,0.48,35.8,5.19,418.79,18-24,F,Conversions,5.01
CMP-0373,FB-0373,Facebook,Image,2024-12-31,2025-01-09,Paused,208019,177270,4053,6748,817.0,789.0,20949,1997,1.95,4.02,2461.15,2801.78,118,2.91,0.61,11.83,1.14,13.84,45+,All,Awareness,20.86
CMP-0374,IG-0374,Instagram,Video,2024-06-07,2024-07-03,Completed,13474,8877,1086,1135,110.0,194.0,6624,464,8.06,10.68,43954.73,162754.43,63,5.8,40.47,3262.19,3.7,270.28,25-34,M,Awareness,697.69
CMP-0375,TW-0375,Twitter,Story,2024-06-18,2024-07-14,Completed,444033,250572,7574,17339,4024.0,2069.0,330346,5448,1.71,5.28,21260.89,33288.02,810,10.69,2.81,47.88,1.57,56.57,45+,All,Traffic,26.25
CMP-0376,TW-0376,Twitter,Story,2024-04-04,2024-04-09,Completed,82312,47653,5662,5900,814.0,831.0,60820,3283,6.88,9.17,9360.97,17977.78,829,14.64,1.65,113.73,1.92,92.05,25-34,F,Awareness,11.29
CMP-0377,TW-0377,Twitter,Video,2024-01-12,2024-01-28,Completed,111105,45608,9211,13302,2759.0,768.0,83915,5089,8.29,15.15,36522.21,138950.34,401,4.35,3.97,328.72,3.8,280.45,45+,All,Awareness,91.08
CMP-0378,FB-0378,Facebook,Video,2024-07-12,2024-08-09,Completed,455405,404623,15084,13251,2295.0,930.0,216238,11988,3.31,3.62,2870.02,12852.12,842,5.58,0.19,6.3,4.48,347.81,25-34,All,Awareness,3.41
CMP-0379,FB-0379,Facebook,Image,2024-12-05,2024-12-14,Paused,681406,528476,32735,55064,4724.0,8479.0,60176,21004,4.8,10.02,21582.24,73507.67,4707,14.38,0.66,31.67,3.41,240.59,18-24,M,Conversions,4.59
CMP-0380,FB-0380,Facebook,Story,2024-08-05,2024-09-03,Completed,397279,209471,5858,12171,1326.0,1497.0,103739,2463,1.47,3.77,15468.64,42627.8,478,8.16,2.64,38.94,2.76,175.58,45+,F,Traffic,32.36
CMP-0381,IG-0381,Instagram,Story,2024-08-14,2024-09-02,Completed,84574,49014,1224,2732,416.0,390.0,54982,1056,1.45,4.18,3675.02,2540.93,29,2.37,3.0,43.45,0.69,-30.86,25-34,F,Awareness,126.72
CMP-0382,IG-0382,Instagram,Carousel,2024-11-05,2024-11-18,Completed,574508,491888,3436,4498,964.0,743.0,41649,2071,0.6,1.08,29661.23,84831.71,313,9.11,8.63,51.63,2.86,186.0,25-34,F,Awareness,94.76
CMP-0383,FB-0383,Facebook,Story,2024-10-27,2024-12-06,Completed,488814,278785,7271,16271,3779.0,3103.0,191801,4503,1.49,4.74,1839.63,2197.9,940,12.93,0.25,3.76,1.19,19.48,25-34,F,Traffic,1.96
CMP-0384,TW-0384,Twitter,Carousel,2024-08-02,2024-09-03,Completed,427962,334418,36124,47300,7917.0,6187.0,10351,16962,8.44,14.35,44744.45,149489.17,5303,14.68,1.24,104.55,3.34,234.1,45+,F,Traffic,8.44
CMP-0385,TW-0385,Twitter,Story,2024-02-25,2024-03-22,Completed,478469,344259,19155,20906,3867.0,1430.0,324656,13440,4.0,5.48,9355.44,47307.9,263,1.37,0.49,19.55,5.06,405.67,45+,F,Awareness,35.57
CMP-0386,TW-0386,Twitter,Image,2024-07-07,2024-08-14,Paused,435819,259553,51776,52787,7056.0,8388.0,30755,44102,11.88,15.66,39234.98,80384.07,2014,3.89,0.76,90.03,2.05,104.88,45+,M,Traffic,19.48
CMP-0387,TW-0387,Twitter,Video,2024-12-16,2025-01-19,Active,12804,11466,720,1585,270.0,125.0,4228,492,5.62,15.46,21089.95,14666.46,56,7.78,29.29,1647.14,0.7,-30.46,18-24,F,Traffic,376.61
CMP-0388,IG-0388,Instagram,Carousel,2024-03-30,2024-04-30,Completed,652743,500407,37630,88370,7660.0,11574.0,46450,32845,5.76,16.48,39239.01,73333.06,1639,4.36,1.04,60.11,1.87,86.89,35-44,All,Traffic,23.94
CMP-0389,TW-0389,Twitter,Video,2024-07-29,2024-09-07,Paused,85251,66299,5371,11414,1506.0,757.0,20900,2268,6.3,16.04,28929.56,112192.03,73,1.36,5.39,339.35,3.88,287.81,45+,F,Sales,396.3
CMP-0390,FB-0390,Facebook,Story,2024-05-08,2024-05-20,Completed,148110,83468,13492,21912,1394.0,2799.0,39931,11805,9.11,17.63,37008.99,174231.39,399,2.96,2.74,249.88,4.71,370.78,25-34,M,Awareness,92.75
CMP-0391,FB-0391,Facebook,Story,2024-12-09,2024-12-14,Completed,165952,102944,4225,8511,1945.0,1065.0,67947,1790,2.55,6.94,23767.91,90619.9,417,9.87,5.63,143.22,3.81,281.27,18-24,F,Awareness,57.0
CMP-0392,TW-0392,Twitter,Image,2024-07-12,2024-07-29,Completed,397843,339908,11138,9214,512.0,390.0,50394,8241,2.8,2.54,43164.16,42431.06,209,1.88,3.88,108.5,0.98,-1.7,25-34,All,Awareness,206.53
CMP-0393,FB-0393,Facebook,Carousel,2024-11-16,2024-12-03,Completed,573016,342395,31061,37120,2642.0,3405.0,12577,22581,5.42,7.53,9968.17,15953.87,362,1.17,0.32,17.4,1.6,60.05,35-44,All,Traffic,27.54
CMP-0394,FB-0394,Facebook,Story,2024-11-02,2024-12-08,Completed,111759,84519,10728,25401,4161.0,2039.0,18587,6031,9.6,28.28,17791.16,91139.97,1054,9.82,1.66,159.19,5.12,412.28,25-34,F,Traffic,16.88
CMP-0395,TW-0395,Twitter,Carousel,2024-12-07,2025-01-11,Active,643093,550520,36415,60767,12053.0,7325.0,71770,14808,5.66,12.46,34272.88,38395.25,472,1.3,0.94,53.29,1.12,12.03,25-34,All,Sales,72.61
CMP-0396,FB-0396,Facebook,Image,2024-09-12,2024-10-05,Completed,399000,200374,3734,8848,1500.0,1692.0,46325,2107,0.94,3.02,29140.29,125375.21,182,4.87,7.8,73.03,4.3,330.25,45+,All,Awareness,160.11
CMP-0397,FB-0397,Facebook,Carousel,2024-04-15,2024-05-24,Completed,265401,212513,22578,26600,5972.0,3283.0,11640,16140,8.51,13.51,22378.08,117894.57,430,1.9,0.99,84.32,5.27,426.83,18-24,All,Traffic,52.04
CMP-0398,FB-0398,Facebook,Image,2024-10-08,2024-10-26,Completed,86961,53317,5105,5508,493.0,593.0,8588,2815,5.87,7.58,43563.8,65650.87,463,9.07,8.53,500.96,1.51,50.7,45+,M,Awareness,94.09
CMP-0399,IG-0399,Instagram,Video,2024-08-04,2024-09-10,Completed,459484,358472,45605,98007,5288.0,9901.0,320641,35545,9.93,24.64,26985.66,34109.7,6339,13.9,0.59,58.73,1.26,26.4,25-34,F,Traffic,4.26
CMP-0400,IG-0400,Instagram,Story,2024-09-03,2024-09-12,Completed,497053,247461,54852,44271,9842.0,6944.0,179923,33036,11.04,12.28,18061.91,76058.16,3741,6.82,0.33,36.34,4.21,321.1,45+,F,Engagement,4.83
CMP-0401,FB-0401,Facebook,Story,2024-03-04,2024-04-02,Completed,175249,87118,9669,11930,2775.0,1855.0,80040,6229,5.52,9.45,31492.27,118238.73,1028,10.63,3.26,179.7,3.75,275.45,45+,All,Sales,30.63
CMP-0402,IG-0402,Instagram,Image,2024-11-26,2024-12-10,Completed,482595,420886,10591,12927,2141.0,1887.0,19779,4854,2.19,3.51,32166.62,77899.15,242,2.28,3.04,66.65,2.42,142.17,18-24,All,Engagement,132.92
CMP-0403,FB-0403,Facebook,Story,2024-06-03,2024-07-10,Completed,695472,586509,50351,103103,20671.0,19372.0,492806,22891,7.24,20.58,35990.26,164516.52,4539,9.01,0.71,51.75,4.57,357.11,35-44,All,Traffic,7.93
CMP-0404,TW-0404,Twitter,Carousel,2024-03-27,2024-05-02,Active,735140,447641,38916,50208,6837.0,3425.0,32516,18180,5.29,8.23,22866.31,24036.86,3039,7.81,0.59,31.1,1.05,5.12,25-34,M,Awareness,7.52
CMP-0405,FB-0405,Facebook,Carousel,2024-07-28,2024-08-30,Completed,659753,299922,51586,48267,3240.0,2893.0,18706,21399,7.82,8.25,22091.15,95050.88,2211,4.29,0.43,33.48,4.3,330.27,18-24,M,Sales,9.99
CMP-0406,TW-0406,Twitter,Image,2024-09-24,2024-09-29,Completed,550337,491697,50937,121465,17569.0,11408.0,41731,29818,9.26,27.34,44975.31,206177.43,6857,13.46,0.88,81.72,4.58,358.42,35-44,All,Awareness,6.56
CMP-0407,IG-0407,Instagram,Carousel,2024-01-02,2024-02-05,Completed,426326,325120,45666,47313,8061.0,8470.0,24015,34232,10.71,14.98,16895.13,60683.23,5667,12.41,0.37,39.63,3.59,259.18,45+,All,Conversions,2.98
CMP-0408,TW-0408,Twitter,Carousel,2024-07-03,2024-07-10,Completed,346337,255930,11034,17916,3544.0,2992.0,22610,9594,3.19,7.06,21687.43,82232.12,1564,14.17,1.97,62.62,3.79,279.17,18-24,All,Awareness,13.87
CMP-0409,TW-0409,Twitter,Video,2024-10-19,2024-11-25,Paused,96320,53040,7936,13752,3093.0,919.0,39722,3633,8.24,18.44,11220.12,17483.24,815,10.27,1.41,116.49,1.56,55.82,18-24,M,Conversions,13.77
CMP-0410,FB-0410,Facebook,Carousel,2024-05-23,2024-06-11,Completed,703281,448799,76104,76809,5925.0,9641.0,80387,33883,10.82,13.13,39301.36,202751.78,8131,10.68,0.52,55.88,5.16,415.89,18-24,All,Sales,4.83
CMP-0411,TW-0411,Twitter,Story,2024-10-14,2024-11-15,Completed,239410,126778,9208,9109,1075.0,1227.0,55473,8020,3.85,4.77,6170.08,12752.7,830,9.01,0.67,25.77,2.07,106.69,45+,All,Engagement,7.43
CMP-0412,TW-0412,Twitter,Video,2024-08-04,2024-08-29,Completed,717299,621871,14005,27006,4541.0,1540.0,76343,11570,1.95,4.61,36818.58,73052.4,759,5.42,2.63,51.33,1.98,98.41,25-34,F,Conversions,48.51
CMP-0413,IG-0413,Instagram,Video,2024-12-25,2025-01-01,Paused,328896,214173,27689,35022,7688.0,4617.0,178180,14061,8.42,14.39,43509.06,34548.93,1406,5.08,1.57,132.29,0.79,-20.59,35-44,M,Engagement,30.95
CMP-0414,TW-0414,Twitter,Video,2024-01-27,2024-02-12,Completed,415840,228525,41054,96519,7898.0,4193.0,155773,25092,9.87,26.12,15999.67,39308.21,3131,7.63,0.39,38.48,2.46,145.68,18-24,All,Engagement,5.11
CMP-0415,FB-0415,Facebook,Story,2024-06-14,2024-06-22,Completed,749056,413506,60136,107112,14821.0,12552.0,545352,30361,8.03,17.95,9206.65,34581.93,7373,12.26,0.15,12.29,3.76,275.62,35-44,All,Awareness,1.25
CMP-0416,FB-0416,Facebook,Story,2024-08-06,2024-08-21,Completed,105713,61080,6289,15135,1111.0,1853.0,35618,3879,5.95,17.12,32653.49,56327.43,193,3.07,5.19,308.89,1.73,72.5,18-24,M,Sales,169.19
CMP-0417,TW-0417,Twitter,Video,2024-07-11,2024-07-21,Completed,686900,405992,53384,83102,4347.0,4874.0,127376,38474,7.77,13.44,10509.61,36092.65,7323,13.72,0.2,15.3,3.43,243.43,45+,F,Engagement,1.44
CMP-0418,TW-0418,Twitter,Video,2024-11-26,2024-12-28,Completed,136319,61305,1677,3932,821.0,273.0,91198,687,1.23,3.69,24370.55,111153.62,147,8.77,14.53,178.78,4.56,356.1,45+,M,Traffic,165.79
CMP-0419,TW-0419,Twitter,Image,2024-04-16,2024-04-28,Completed,733986,359630,50493,109108,8140.0,6613.0,34357,24267,6.88,16.88,38389.53,25913.95,4481,8.87,0.76,52.3,0.68,-32.5,18-24,All,Engagement,8.57
CMP-0420,FB-0420,Facebook,Story,2024-12-02,2024-12-07,Completed,53408,46630,3457,7366,1339.0,819.0,26914,2584,6.47,17.83,44377.87,100319.98,287,8.3,12.84,830.92,2.26,126.06,25-34,All,Sales,154.63
CMP-0421,FB-0421,Facebook,Image,2024-06-02,2024-06-20,Completed,636394,430224,46491,59116,11576.0,6356.0,58217,24655,7.31,12.11,7767.71,21596.87,4694,10.1,0.17,12.21,2.78,178.03,35-44,All,Awareness,1.65
CMP-0422,TW-0422,Twitter,Video,2024-05-17,2024-06-03,Completed,596021,434296,59219,108276,14502.0,6990.0,473666,36527,9.94,21.77,27360.52,24285.83,806,1.36,0.46,45.91,0.89,-11.24,18-24,All,Awareness,33.95
CMP-0423,FB-0423,Facebook,Carousel,2024-07-04,2024-07-30,Completed,158437,132204,4905,4006,502.0,781.0,10967,2219,3.1,3.34,8320.05,34458.63,684,13.94,1.7,52.51,4.14,314.16,35-44,All,Engagement,12.16
CMP-0424,TW-0424,Twitter,Carousel,2024-05-24,2024-07-03,Completed,108878,92359,2682,6461,3779.0,615.0,12669,2370,2.46,9.97,26960.46,128012.31,226,8.43,10.05,247.62,4.75,374.82,45+,All,Engagement,119.29
CMP-0425,TW-0425,Twitter,Video,2024-03-14,2024-04-12,Completed,285357,121685,25232,61986,11870.0,4950.0,150124,19009,8.84,27.62,44387.96,199406.01,899,3.56,1.76,155.55,4.49,349.23,35-44,F,Engagement,49.37
CMP-0426,TW-0426,Twitter,Video,2024-02-14,2024-03-09,Completed,332928,273874,25964,24156,2367.0,1328.0,167370,11483,7.8,8.37,41866.71,190147.49,1298,5.0,1.61,125.75,4.54,354.17,18-24,F,Traffic,32.25
CMP-0427,FB-0427,Facebook,Story,2024-12-16,2025-01-24,Active,430167,175056,11559,25584,1316.0,2762.0,203910,6617,2.69,6.9,29922.25,152672.14,1724,14.91,2.59,69.56,5.1,410.23,18-24,All,Engagement,17.36
CMP-0428,TW-0428,Twitter,Video,2024-07-06,2024-07-19,Completed,58379,35690,2836,4068,295.0,757.0,16044,1898,4.86,8.77,5745.01,11466.41,332,11.71,2.03,98.41,2.0,99.59,35-44,F,Awareness,17.3
CMP-0429,TW-0429,Twitter,Story,2024-06-05,2024-07-12,Completed,42150,36573,4536,10170,625.0,2969.0,17797,2491,10.76,32.65,16062.62,66052.19,113,2.49,3.54,381.08,4.11,311.22,45+,F,Awareness,142.15
CMP-0430,FB-0430,Facebook,Image,2024-03-19,2024-04-19,Paused,12246,5851,985,1166,150.0,102.0,926,483,8.04,11.58,5336.93,14371.61,121,12.28,5.42,435.81,2.69,169.29,45+,M,Engagement,44.11
CMP-0431,FB-0431,Facebook,Carousel,2024-12-29,2025-01-15,Paused,47211,22039,2522,3437,193.0,503.0,6764,2218,5.34,8.75,5786.26,17042.5,372,14.75,2.29,122.56,2.95,194.53,45+,All,Sales,15.55
CMP-0432,IG-0432,Instagram,Story,2024-02-25,2024-03-02,Paused,529288,215327,44306,39364,8501.0,4280.0,274150,17900,8.37,9.85,13058.94,11923.78,3421,7.72,0.29,24.67,0.91,-8.69,45+,M,Awareness,3.82
CMP-0433,FB-0433,Facebook,Video,2024-02-28,2024-03-20,Completed,264369,193826,14369,23071,4765.0,1303.0,161613,10138,5.44,11.02,38541.8,140467.11,523,3.64,2.68,145.79,3.64,264.45,25-34,M,Traffic,73.69
CMP-0434,IG-0434,Instagram,Video,2024-08-06,2024-08-12,Completed,100352,83510,4891,8277,1572.0,1629.0,25614,2998,4.87,11.44,19504.74,14790.0,90,1.84,3.99,194.36,0.76,-24.17,18-24,F,Sales,216.72
CMP-0435,TW-0435,Twitter,Story,2024-01-25,2024-02-10,Active,697511,538741,20491,32836,7607.0,1842.0,160000,17912,2.94,6.06,14043.87,13825.29,1247,6.09,0.69,20.13,0.98,-1.56,18-24,All,Awareness,11.26
CMP-0436,IG-0436,Instagram,Carousel,2024-07-04,2024-08-11,Completed,254825,184779,7429,10793,2454.0,657.0,29696,3418,2.92,5.46,41091.87,154989.32,684,9.21,5.53,161.26,3.77,277.18,25-34,M,Engagement,60.08
CMP-0437,FB-0437,Facebook,Carousel,2024-08-30,2024-09-16,Completed,166137,70094,4493,7799,783.0,1406.0,21755,3834,2.7,6.01,40323.63,110583.97,658,14.65,8.97,242.71,2.74,174.24,18-24,F,Traffic,61.28
CMP-0438,TW-0438,Twitter,Image,2024-05-20,2024-06-02,Completed,598677,257668,69946,78572,16728.0,9366.0,53414,45936,11.68,17.48,19979.65,60865.84,1433,2.05,0.29,33.37,3.05,204.64,45+,F,Awareness,13.94
CMP-0439,FB-0439,Facebook,Video,2024-10-30,2024-11-04,Completed,542705,340667,46885,79358,8783.0,5971.0,323331,31697,8.64,17.34,2529.75,4278.02,1591,3.39,0.05,4.66,1.69,69.11,18-24,All,Engagement,1.59
CMP-0440,FB-0440,Facebook,Carousel,2024-01-27,2024-02-16,Completed,225172,150256,1162,1615,276.0,159.0,6940,874,0.52,0.91,32632.54,82942.6,100,8.61,28.08,144.92,2.54,154.17,35-44,F,Sales,326.33
CMP-0441,FB-0441,Facebook,Carousel,2024-05-23,2024-06-08,Completed,21398,14308,2515,5339,1100.0,304.0,2502,1486,11.75,31.51,39216.15,143983.18,255,10.14,15.59,1832.7,3.67,267.15,25-34,F,Traffic,153.79
CMP-0442,TW-0442,Twitter,Story,2024-04-28,2024-05-30,Completed,507275,226673,13125,14628,3254.0,1027.0,224906,10037,2.59,3.73,1436.61,1888.56,1321,10.06,0.11,2.83,1.31,31.46,25-34,F,Awareness,1.09
CMP-0443,FB-0443,Facebook,Image,2024-08-20,2024-09-19,Completed,148960,113713,14586,26628,3343.0,1153.0,18985,11402,9.79,20.89,2446.43,4260.98,1461,10.02,0.17,16.42,1.74,74.17,18-24,F,Traffic,1.67
CMP-0444,FB-0444,Facebook,Image,2024-02-24,2024-04-03,Completed,359827,297346,5315,5510,1112.0,1007.0,45341,2942,1.48,2.12,11349.49,36518.48,409,7.7,2.14,31.54,3.22,221.76,35-44,All,Sales,27.75
CMP-0445,FB-0445,Facebook,Image,2024-02-22,2024-03-30,Completed,440457,207418,48405,40698,5511.0,2587.0,46334,24828,10.99,11.08,17621.1,86715.54,6440,13.3,0.36,40.01,4.92,392.11,18-24,F,Engagement,2.74
CMP-0446,FB-0446,Facebook,Carousel,2024-11-11,2024-12-07,Active,50452,35430,1285,2186,371.0,325.0,1994,942,2.55,5.71,36881.53,82685.75,67,5.21,28.7,731.02,2.24,124.19,18-24,F,Traffic,550.47
CMP-0447,IG-0447,Instagram,Image,2024-03-17,2024-03-31,Completed,414573,258423,40063,98546,20983.0,5726.0,31328,30582,9.66,30.21,14875.88,16923.97,1212,3.03,0.37,35.88,1.14,13.77,45+,F,Conversions,12.27
CMP-0448,TW-0448,Twitter,Story,2024-11-21,2024-12-17,Completed,262853,155501,17919,30746,4566.0,3867.0,68625,7916,6.82,14.91,23949.09,104967.97,1972,11.01,1.34,91.11,4.38,338.3,25-34,All,Engagement,12.14
CMP-0449,FB-0449,Facebook,Image,2024-08-30,2024-09-12,Completed,67471,57733,3137,7038,1447.0,438.0,5387,2564,4.65,13.22,41944.71,109282.11,273,8.7,13.37,621.67,2.61,160.54,25-34,M,Traffic,153.64
CMP-0450,TW-0450,Twitter,Video,2024-01-14,2024-02-15,Completed,740473,335437,53228,85729,14469.0,5598.0,150183,25051,7.19,14.29,1055.26,4912.59,2358,4.43,0.02,1.43,4.66,365.53,45+,M,Traffic,0.45
